2.455228941015914083e+06,9.998950954664741486e-01,5.308274176428569215e-04,4.000000000000000000e+00,-5.399256326042589649e-02
2.455228941424411256e+06,9.998684764515954893e-01,1.845647906971304548e-04,2.600000000000000000e+01,-5.387744379242238868e-02
2.455228942131721880e+06,9.999448442631665435e-01,1.475222719257145046e-04,2.400000000000000000e+01,-5.367811500924476315e-02
2.455228942827451043e+06,9.999757976191198106e-01,1.465716554487136861e-04,2.500000000000000000e+01,-5.348205005702283410e-02
2.455228943536595907e+06,9.999121708824376675e-01,1.167004485776769744e-04,2.500000000000000000e+01,-5.328220438858579516e-02
2.455228944231846835e+06,9.999701526870842239e-01,1.277464504387924729e-04,2.400000000000000000e+01,-5.308627414019273516e-02
2.455228944927288219e+06,9.998938354113542371e-01,1.134610790595958282e-04,2.500000000000000000e+01,-5.289029035791997790e-02
2.455228945622451138e+06,9.998471408781653968e-01,1.503154643139834338e-04,2.400000000000000000e+01,-5.269438496282200651e-02
2.455228946330366191e+06,1.000083738686207591e+00,1.178896052743888870e-04,2.600000000000000000e+01,-5.249488576199768525e-02
2.455228947041432839e+06,9.999429495678285873e-01,1.724555537947613387e-04,2.400000000000000000e+01,-5.229449854080966270e-02
2.455228947735255118e+06,9.999959158991452712e-01,1.435383962830116074e-04,2.500000000000000000e+01,-5.209897100427781508e-02
2.455228948432032019e+06,1.000093406636639370e+00,1.409205430118501108e-04,2.400000000000000000e+01,-5.190261079055632359e-02
2.455228949126034044e+06,1.000212254714012428e+00,9.718692435062532625e-05,2.500000000000000000e+01,-5.170703247649839629e-02
2.455228949822642840e+06,1.000152098254883937e+00,1.562233751046750618e-04,2.400000000000000000e+01,-5.151071965021773030e-02
2.455228950503753033e+06,1.000006313248408718e+00,1.056539765895760932e-04,2.400000000000000000e+01,-5.131877450950295128e-02
2.455228951184875797e+06,9.997381180527223909e-01,1.530830675626633475e-04,2.400000000000000000e+01,-5.112682586388098832e-02
2.455228951879522298e+06,1.000152213618920927e+00,1.308805171703993813e-04,2.500000000000000000e+01,-5.093106598327835910e-02
2.455228952588723972e+06,9.998740050278334124e-01,1.408004383862230548e-04,2.500000000000000000e+01,-5.073120423446880745e-02
2.455228953284984455e+06,1.000008167268605641e+00,1.396635556772424680e-04,2.400000000000000000e+01,-5.053498962611750051e-02
2.455228953966061119e+06,1.000034320385986719e+00,1.584558618204275765e-04,2.400000000000000000e+01,-5.034305389561873761e-02
2.455228954660600517e+06,1.000151136446213007e+00,1.259149437675894159e-04,2.500000000000000000e+01,-5.014732422963561614e-02
2.455228955356693361e+06,9.999715484607235583e-01,1.208042030821851194e-04,2.400000000000000000e+01,-4.995115672421265168e-02
2.455228956037807744e+06,1.000034262894158310e+00,1.462915357285809624e-04,2.400000000000000000e+01,-4.975921040243876797e-02
2.455228956732843071e+06,9.998918563339606047e-01,1.579259888728603905e-04,2.500000000000000000e+01,-4.956334105366664439e-02
2.455228957454383373e+06,1.000095657462233945e+00,1.342042705278307594e-04,2.600000000000000000e+01,-4.936000215761309623e-02
2.455228958166292403e+06,9.999274494134601232e-01,1.581253472001017664e-04,2.400000000000000000e+01,-4.915937749416047359e-02
2.455228958847406786e+06,9.998566704195982480e-01,1.439831147986186976e-04,2.400000000000000000e+01,-4.896743119425650548e-02
2.455228959528487641e+06,1.000069170588684830e+00,1.513950041313216917e-04,2.400000000000000000e+01,-4.877549426082487122e-02
2.455228960209614597e+06,1.000079209083764686e+00,1.735061474904931822e-04,2.400000000000000000e+01,-4.858354442867322126e-02
2.455228960917507298e+06,9.999372674026303365e-01,1.632865842279795335e-04,2.600000000000000000e+01,-4.838405157562529479e-02
2.455228961628617253e+06,1.000022237169564177e+00,1.045667493969555163e-04,2.400000000000000000e+01,-4.818365209041827052e-02
2.455228962309719063e+06,9.997677720406290547e-01,1.519827801501526460e-04,2.400000000000000000e+01,-4.799170931182583644e-02
