2.455786049760569818e+06,9.998815290229062791e-01,2.887596339859578934e-04,9.000000000000000000e+00,-5.395532018695487625e-02
2.455786050219030585e+06,9.999033864283126682e-01,1.650150286909500791e-04,2.700000000000000000e+01,-5.382612026086782547e-02
2.455786050912450533e+06,9.998990789252567568e-01,1.130943666995711379e-04,2.800000000000000000e+01,-5.363070610070914263e-02
2.455786051606496796e+06,1.000210979295134583e+00,1.249870804894846938e-04,2.700000000000000000e+01,-5.343511535026045089e-02
2.455786052287622821e+06,1.000140595514947606e+00,1.300275248450546040e-04,2.700000000000000000e+01,-5.324316581398189085e-02
2.455786052981638350e+06,9.999632692476174700e-01,1.220437244282861135e-04,2.800000000000000000e+01,-5.304758373215788525e-02
2.455786053687562235e+06,9.997694335978565272e-01,1.502254089014155001e-04,2.800000000000000000e+01,-5.284864577355514320e-02
2.455786054381474387e+06,1.000134304662318563e+00,1.713192887218856913e-04,2.700000000000000000e+01,-5.265309287759123436e-02
2.455786055062599946e+06,1.000193773919699103e+00,1.304074868211917300e-04,2.700000000000000000e+01,-5.246114333645256200e-02
2.455786055743714795e+06,9.998705032984922525e-01,1.273238255723213759e-04,2.700000000000000000e+01,-5.226919693508644271e-02
2.455786056424836628e+06,1.000046937909758515e+00,1.475883318891502334e-04,2.700000000000000000e+01,-5.207724842433894552e-02
2.455786057120154146e+06,1.000046653706905264e+00,1.325891115294685902e-04,2.800000000000000000e+01,-5.188129946985498009e-02
2.455786057826147880e+06,9.999246220305740840e-01,1.408257906707190772e-04,2.800000000000000000e+01,-5.168234185643427736e-02
2.455786058518670499e+06,9.998707309576779778e-01,1.474728353787418760e-04,2.700000000000000000e+01,-5.148718061074456648e-02
2.455786059226248879e+06,9.999406595570105027e-01,1.136817074643757492e-04,2.900000000000000000e+01,-5.128777635279538338e-02
2.455786059954988770e+06,9.997312117842412915e-01,1.302798859120441811e-04,2.900000000000000000e+01,-5.108240857378792965e-02
2.455786060662970413e+06,1.000188573808139969e+00,1.599963172987854492e-04,2.700000000000000000e+01,-5.088289069562876993e-02
2.455786061344110873e+06,9.999574613205136631e-01,1.372876926234252633e-04,2.700000000000000000e+01,-5.069093696973970414e-02
2.455786062025221996e+06,9.998480144185857288e-01,1.171524393483890152e-04,2.700000000000000000e+01,-5.049899160849236068e-02
2.455786062706340570e+06,9.998879389724963929e-01,1.103055910069906969e-04,2.700000000000000000e+01,-5.030704414756912574e-02
2.455786063387481030e+06,9.999313928739229640e-01,1.160085486638760691e-04,2.700000000000000000e+01,-5.011509045570716053e-02
2.455786064082201570e+06,1.000171245645044227e+00,1.218666579040538828e-04,2.800000000000000000e+01,-4.991930965382453123e-02
2.455786064774977509e+06,1.000138611907284814e+00,1.214670594470518489e-04,2.700000000000000000e+01,-4.972407691314346956e-02
2.455786065469534136e+06,9.999568823967110998e-01,1.152912705561523428e-04,2.800000000000000000e+01,-4.952834246129457496e-02
2.455786066162447445e+06,9.999923012436658931e-01,1.576618881715082302e-04,2.700000000000000000e+01,-4.933307107906949318e-02
2.455786066857037600e+06,9.999125467502169018e-01,1.287351873950006061e-04,2.800000000000000000e+01,-4.913732699551128652e-02
2.455786067574986722e+06,9.998386504557106313e-01,9.453395111936672133e-05,2.900000000000000000e+01,-4.893500024693484690e-02
2.455786068293305114e+06,9.998216984262267015e-01,1.610700378519673570e-04,2.800000000000000000e+01,-4.873256939082791506e-02
2.455786068987866398e+06,9.999455561215915278e-01,1.469647518375912865e-04,2.700000000000000000e+01,-4.853683346488284894e-02
